Contract_No,flag_normalised,upcoming_pdi_type,pdi_contracts_status,run_date
96224,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
180817,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
343180,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
356230,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
384638,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
395321,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
400440,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
400612,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
403974,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
404260,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
405115,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
413553,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
414262,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
416191,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
417040,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
418413,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
418573,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
432875,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
433397,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
439991,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
440693,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
445291,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
104672,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
137519,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
314951,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
363645,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
368211,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
384028,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
387116,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
388811,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
421534,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
429637,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
435426,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
435774,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
437645,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
439307,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
440328,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
441948,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
444553,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
444983,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
294919,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
332748,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
345080,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
365311,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
384368,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
404362,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
410845,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
417547,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
420411,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
421656,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
425733,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
436730,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
438457,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
438574,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
438959,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
445205,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
118995,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
326674,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
330889,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
387278,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
395304,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
397850,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
400223,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
407026,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
407238,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
408079,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
427480,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428910,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
429497,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
432264,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
433571,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
444089,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
329070,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
381497,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
386808,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
387641,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
391129,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
397515,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
398679,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
411705,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
412009,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
412079,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
417539,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
422478,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
442857,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
443128,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
106907,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
328091,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
340900,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
343689,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
362894,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
364481,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
376526,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
398901,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
410822,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
413397,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
416828,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434493,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
434699,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
436862,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
439392,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
439906,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
440873,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
442421,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
445091,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
322057,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
327553,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
338875,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
357396,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
366101,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
366550,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
372259,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
385846,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
388193,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
402852,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
403523,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
407839,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
417477,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
423880,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
436894,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
440094,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
442943,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
443535,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
444214,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
444520,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
344068,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
356135,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
356767,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
357236,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
374912,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
382434,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
414270,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
414783,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
420912,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
422154,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
427892,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428406,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
444579,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
2971,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
259751,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
338037,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
359225,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
366124,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
379623,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
385879,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
390411,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
390591,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
393842,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
394765,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
397188,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
401628,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
409561,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
409761,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
412718,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
422236,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
423471,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428018,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428390,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
431127,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
432027,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
437352,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
341387,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
346230,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
373422,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
385625,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
388154,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
393039,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
402156,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
404000,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
409266,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
410223,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
413094,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
413580,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
419142,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
425788,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
434581,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
435605,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
437899,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
439466,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
181180,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
343964,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
363561,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
368463,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
374486,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
376765,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
385191,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
388023,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
409859,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
417395,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
418382,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
425226,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428955,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
432584,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
433622,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
433957,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
438039,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
443008,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
375072,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
376784,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
377338,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
384076,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
388615,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
393253,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
408661,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
410915,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
415304,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
419356,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
420487,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
422787,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
429532,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434529,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
439590,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
440007,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
440853,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
441356,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
442351,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
442353,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
215904,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
275066,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
325124,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
351024,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
362946,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
372138,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
385590,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
389568,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
397945,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
401041,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
418189,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
425786,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
427450,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
427689,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434342,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434706,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
435354,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
441479,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
441727,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
442163,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
442394,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
443212,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
134510,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
214818,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
344974,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
346676,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
354252,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
355294,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
371970,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
390032,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
396851,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
404011,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
411476,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
417627,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
420661,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
424726,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
431096,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434729,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
443545,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
189952,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
348135,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
348768,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
359563,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
364255,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
369916,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
372487,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
373066,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
390993,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
397077,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
405259,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
407225,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
410323,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
410647,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
414593,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
415742,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
417957,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
422695,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
427578,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
429592,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
433393,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
434796,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
437096,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
442097,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
160357,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
270442,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
312488,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
329299,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
339662,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
347464,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
349330,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
359323,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
366825,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
370225,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
374710,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
380963,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
390701,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
390838,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
394406,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
405536,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
415689,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
418567,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
426728,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
428925,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
429755,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
431268,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434078,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
434334,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
438367,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
439068,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
442428,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
233880,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
334658,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
344896,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
351781,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
390441,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
406516,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
411822,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
413969,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
418514,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
422696,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
434912,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
439110,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
441583,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
443086,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
300973,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
359723,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
387634,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
388445,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
393504,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
399063,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
401040,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
408727,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
417236,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
420844,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
428799,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
432951,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
433724,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
255165,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
262860,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
286685,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
344672,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
366674,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
366753,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
401832,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
402356,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
408477,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
415048,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
415789,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
434041,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
435178,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
435660,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
437664,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
439046,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
439667,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
444265,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
218903,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
235396,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
333398,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
335620,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
348486,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
355096,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
375079,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
375902,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
398397,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
412507,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
422250,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
437590,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
439260,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
441658,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
345670,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
346520,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
346798,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
357122,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
361736,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
365885,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
367933,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
382512,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
384317,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
386650,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
389220,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
390360,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
391976,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
397943,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
410656,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
432314,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
433456,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
440732,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
440855,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
441975,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
