Contract_No,flag_normalised,upcoming_pdi_type,pdi_contracts_status,run_date
87338,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
311101,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
317201,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
382223,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
396561,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
417823,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
427874,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
446005,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
446447,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
450950,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
398701,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
449920,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454911,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455461,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
458836,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
255514,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
277683,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
346456,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
370708,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
418055,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
446213,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
446345,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
446575,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
448153,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451521,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
457055,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
457346,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
252519,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
329597,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
407157,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
446998,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448901,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450633,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450738,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451159,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452179,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
457041,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
349857,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
352301,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
374889,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
444638,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
446987,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
455899,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
413427,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
434657,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
444321,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
446683,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452139,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
315238,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
350306,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
445688,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
446540,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450588,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452670,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
455991,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
456108,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
456364,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
274412,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
351245,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
354715,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
447988,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448356,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450804,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
451349,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451890,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452011,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
458187,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
458885,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
308899,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
445810,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
445989,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
446041,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
451389,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
453529,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
46049,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
392977,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
446243,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448262,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449081,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449109,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449259,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
449578,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449635,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450609,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
451246,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451876,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
452805,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
452972,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455349,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455620,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455950,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
456250,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
248975,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
283391,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
447467,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450948,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451562,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
454832,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455253,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
455498,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
456346,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
22665,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
326771,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
441633,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
447821,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449561,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
449601,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451478,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
452142,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
453380,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
453606,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454099,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
457453,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
234699,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
286479,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
301888,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
353519,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
380891,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
408333,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
448988,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
450012,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450877,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452477,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452493,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455500,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
246361,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
383397,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
400752,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449818,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451258,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
452104,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
453997,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454746,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
458472,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
256703,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
342440,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
403945,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
427345,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
431948,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
433720,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
434897,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
446576,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451139,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
451639,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451699,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
453281,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
121967,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
333523,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
415081,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
442248,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448331,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
449473,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449589,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455569,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455873,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
457530,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
362773,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
384346,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
399392,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
399669,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
400285,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
402279,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
422597,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
447864,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450412,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451746,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
455397,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455714,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
198283,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
296966,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
425732,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
448934,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449888,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450719,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451022,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
453293,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
456669,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
200092,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
292457,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
357041,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
410660,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
423207,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450959,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451006,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451306,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451640,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
454872,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
99179,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
203761,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
292314,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
346173,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
367734,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
444115,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
447887,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449330,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
453335,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455584,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
456694,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
357146,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
447468,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448484,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
449268,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450002,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452240,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454939,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455429,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
201965,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
203719,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
279026,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
298106,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
363432,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
447670,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449438,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450258,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452359,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
452839,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
295209,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
298111,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
344327,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
349659,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
377353,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
401727,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
447613,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452311,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
453945,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454292,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
457598,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
458262,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
285576,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
306268,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
334208,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
350323,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
411137,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
446952,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
447024,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449767,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
449858,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450821,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452076,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
454261,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
456877,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
79346,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
165647,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
246362,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
266601,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
279216,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
300807,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
447696,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
447927,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450710,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
451015,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451613,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
454589,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
455158,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
8723,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
226450,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
253491,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
287226,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
316447,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
344346,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
418137,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
444236,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
448198,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450196,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
451007,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
451245,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
451679,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454138,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454819,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455277,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
458200,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
182923,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
195884,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
355851,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
414353,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
416784,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
446735,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
447610,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450661,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452353,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454451,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454569,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454755,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
456837,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
360659,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
384489,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
420511,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
432623,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
446652,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448180,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449537,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449893,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
450652,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451174,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451289,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451377,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
452403,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
454186,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455381,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
455495,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455919,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
458379,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
296157,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
321022,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
327974,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
350460,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
351320,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
365738,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
367462,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
444195,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
445859,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
447652,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
448056,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449519,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451600,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
453110,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
456104,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
457259,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
308422,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
326357,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
334717,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
349250,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
373541,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
447666,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451045,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451304,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451564,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451738,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454905,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454995,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
457684,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
256813,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
352360,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
408400,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
447961,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448248,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450087,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
452632,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
457219,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
243930,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
255329,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
336374,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
367227,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
444340,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
447185,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
448723,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
449277,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451305,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
459035,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
164644,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
291049,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
320942,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
336330,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
399681,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
446865,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
450184,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450602,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451918,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
454472,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
454827,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455348,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
211764,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
287725,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
309238,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
339839,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
373311,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
399065,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
403569,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
407090,First_time_inflow,null_pdi,PDI_not_Available,2019-09-03
443831,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
449879,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450956,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
451775,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
453400,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
230479,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
316293,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
334530,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
358648,normalised_7_9_months_ago,null_pdi,PDI_not_Available,2019-09-03
389795,normalised_4_6_months_ago,"",PDI_Available_but_RO,2019-09-03
400652,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
404984,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
425288,normalised_7_9_months_ago,"",PDI_Available_but_RO,2019-09-03
445160,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
447640,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
448291,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
450327,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451034,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
451464,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
455595,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
203340,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
366644,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
371803,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
392667,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
445122,First_time_inflow,"",PDI_Available_but_RO,2019-09-03
445641,normalised_4_6_months_ago,null_pdi,PDI_not_Available,2019-09-03
448034,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
448225,normalised_in_last_3_months,null_pdi,PDI_not_Available,2019-09-03
448762,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
449539,normalised_in_last_3_months,"",PDI_Available_but_RO,2019-09-03
